1,Почта россии,10.00,2
5,Дом и ремонт,5.00,4
13,Все покупки,1.00,6
2,Авито путешествия,15.00,2
3,START,40.00,2
8,Все покупки,1.00,5
9,Одежда и обувь,5.00,5
10,Супермаркеты,5.00,5
11,Фастфуд,5.00,5
4,Медицинские услуги,5.00,4
6,Образование,5.00,4
7,Цифровые услуги,6.00,4
12,Железнодорожные билеты,5.00,6
14,Ресторан,5.00,6
15,Выставки и музеи,5.00,6
16,Химчистки,5.00,6
