71,17,1,4
72,13,1,4
73,18,100,4
74,15,100,4
75,8,200,4
76,7,100,4
77,14,130,4
78,22,50,4
79,34,1,4
80,33,30,4
81,16,1,4
82,11,2,4
83,20,100,5
84,18,100,5
85,15,500,5
86,10,1,5
87,43,1,5
88,24,1,5
89,42,169,5
90,34,1,5
