11,,1.00,,,88396.42,CURRENCY_METAL,Рубль,7
2,,33.11,,,560.00,STOCK,Аэрофлот,7
3,,56.39,,,20.00,STOCK,ВТБ,7
4,,1802.50,,,1.00,STOCK,Магнит,7
5,,183.00,,,80.00,STOCK,МТС,7
6,,276.52,,,30.00,STOCK,Сбербанк,7
7,,277.00,,,30.00,STOCK,Сбербанк-п,7
8,,266.82,,,50.00,STOCK,Т-Техно,7
9,,1015.50,,,250.00,BOND,ОФЗ 26226,7
10,,1016.82,,,100.00,BOND,ОФЗ 29016,7
