1,0.00,Сбербанк,,CARD
3,0.00,Ак Барс,,CARD
5,0.00,Тинькофф,,CARD
9,0.00,Тинькофф,,INVESTMENT
10,0.00,БКС,,INVESTMENT
4,0.00,Альфа-Банк,,CARD
2,0.00,ВТБ,,CARD
6,0.00,Ozon Банк,,CARD
16,5239211.06,Ozon Банк,Выплаты каждый день,SAVINGS
15,6400468.41,Ozon Банк,Проценты каждый месяц,SAVINGS
7,510011.92,Ак Барс,,INVESTMENT
