27,1,0.00,Сбербанк,[],,,MANUAL_IMPORT,2026-02-28,0.00,CARD,,
49,1,0.00,Сбербанк,[],,,MANUAL_IMPORT,2026-05-31,0.00,CARD,,
54,10,0.00,БКС,[],Заблокировано: 232 065 ₽,,MANUAL_IMPORT,2026-05-31,0.00,INVESTMENT,,
18,7,500965.00,Ак Барс,[],,,MANUAL_IMPORT,2026-01-31,500965.00,INVESTMENT,,
17,3,0.00,Ак Барс,[],,,MANUAL_IMPORT,2026-01-31,500965.00,CARD,,
34,6,11157682.00,Ozon Банк,"[{""id"": null, ""category"": ""Автоуслуги"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}, {""id"": null, ""category"": ""Аптеки"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Железнодорожные билеты"", ""percentage"": 5.0}]",,,MANUAL_IMPORT,2026-04-30,11274540.00,CARD,,
51,7,513531.00,Ак Барс,[],,,MANUAL_IMPORT,2026-05-31,513531.00,INVESTMENT,,
50,3,0.00,Ак Барс,[],,,MANUAL_IMPORT,2026-05-31,513531.00,CARD,,
19,8,0.00,Альфа-Банк,[],Заблокировано: 30 021 ₽,,MANUAL_IMPORT,2026-01-31,0.00,INVESTMENT,,
14,4,0.00,Альфа-Банк,"[{""id"": null, ""category"": ""Спортивные товары"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Транспорт"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Аптеки"", ""percentage"": 3.0}]",,,MANUAL_IMPORT,2026-01-31,0.00,CARD,,
46,2,1831.00,ВТБ,"[{""id"": null, ""category"": ""Супермаркеты"", ""percentage"": 4.0}, {""id"": null, ""category"": ""Театры и кино"", ""percentage"": 15.0}, {""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}]",,,MANUAL_IMPORT,2026-05-31,1831.00,CARD,,
42,9,0.00,Тинькофф,[],Заблокировано: 67 225 ₽,,MANUAL_IMPORT,2026-04-30,0.00,INVESTMENT,,
37,5,0.00,Тинькофф,"[{""id"": null, ""category"": ""Магнит"", ""percentage"": 3.0}, {""id"": null, ""category"": ""Искусство"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Образование"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Рестораны"", ""percentage"": 5.0}]",,,MANUAL_IMPORT,2026-04-30,0.00,CARD,,
23,6,10966655.00,Ozon Банк,"[{""id"": null, ""category"": ""Дом и ремонт"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}, {""id"": null, ""category"": ""Топливо и АЗС"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Транспорт"", ""percentage"": 5.0}]",,,MANUAL_IMPORT,2026-02-28,11086909.00,CARD,,
10,10,54102.00,БКС,[],"Заблокировано: 286 571 ₽, участвую в обмене на акции сбера",,MANUAL_IMPORT,2025-12-31,54102.00,INVESTMENT,,
38,1,1.00,Сбербанк,[],,,MANUAL_IMPORT,2026-04-30,1.00,CARD,,
35,2,611.00,ВТБ,"[{""id"": null, ""category"": ""Дом и ремонт"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Здоровье"", ""percentage"": 5.0}, {""id"": null, ""category"": ""АЗС"", ""percentage"": 5.0}]",,,MANUAL_IMPORT,2026-04-30,611.00,CARD,,
45,6,11256762.00,Ozon Банк,"[{""id"": null, ""category"": ""Автоуслуги"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}, {""id"": null, ""category"": ""Развлечения"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Электроника и бытовая техника"", ""percentage"": 5.0}]",,,MANUAL_IMPORT,2026-05-31,11373814.00,CARD,,
41,8,0.00,Альфа-Банк,[],Заблокировано: 30 018 ₽,,MANUAL_IMPORT,2026-04-30,395.00,INVESTMENT,,
36,4,395.00,Альфа-Банк,"[{""id"": null, ""category"": ""Цифровые товары"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Фастфуд"", ""percentage"": 3.0}, {""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}]",,,MANUAL_IMPORT,2026-04-30,395.00,CARD,,
16,1,0.00,Сбербанк,[],,,MANUAL_IMPORT,2026-01-31,0.00,CARD,,
29,7,504208.00,Ак Барс,[],,,MANUAL_IMPORT,2026-02-28,504208.00,INVESTMENT,,
28,3,0.00,Ак Барс,[],,,MANUAL_IMPORT,2026-02-28,504208.00,CARD,,
53,9,0.00,Тинькофф,[],Заблокировано: 44 949 ₽,,MANUAL_IMPORT,2026-05-31,0.00,INVESTMENT,,
48,5,0.00,Тинькофф,"[{""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}, {""id"": null, ""category"": ""Развлечения"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Образование"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Рестораны"", ""percentage"": 5.0}]",,,MANUAL_IMPORT,2026-05-31,0.00,CARD,,
40,7,511540.00,Ак Барс,[],,,MANUAL_IMPORT,2026-04-30,511540.00,INVESTMENT,,
39,3,0.00,Ак Барс,[],,,MANUAL_IMPORT,2026-04-30,511540.00,CARD,,
13,2,1786.00,ВТБ,"[{""id"": null, ""category"": ""Кафе и рестораны"", ""percentage"": 3.0}, {""id"": null, ""category"": ""Супермаркеты"", ""percentage"": 2.0}, {""id"": null, ""category"": ""Все покупки"", ""percentage"": 2.0}]",,,MANUAL_IMPORT,2026-01-31,1786.00,CARD,,
20,9,0.00,Тинькофф,[],Заблокировано: 71 442 ₽,,MANUAL_IMPORT,2026-01-31,0.00,INVESTMENT,,
15,5,0.00,Тинькофф,"[{""id"": null, ""category"": ""Топливо в городе"", ""percentage"": 4.0}, {""id"": null, ""category"": ""Образование"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Искусство"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Развлечения"", ""percentage"": 5.0}]",,,MANUAL_IMPORT,2026-01-31,0.00,CARD,,
12,6,10847253.00,Ozon Банк,"[{""id"": null, ""category"": ""Дом и ремонт"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Искусство"", ""percentage"": 25.0}, {""id"": null, ""category"": ""Топливо и АЗС"", ""percentage"": 3.0}, {""id"": null, ""category"": ""Одежда и обувь"", ""percentage"": 3.0}]",,,MANUAL_IMPORT,2026-01-31,10972785.00,CARD,,
1,6,8290772.00,Ozon Банк,"[{""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}, {""id"": null, ""category"": ""Супермаркеты"", ""percentage"": 3.0}, {""id"": null, ""category"": ""Топливо и АЗС"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Транспорт"", ""percentage"": 7.0}]",,,MANUAL_IMPORT,2025-12-31,8386291.00,CARD,,
21,10,0.00,БКС,[],"Заблокировано: 273 877 ₽, участвую в обмене на акции сбера",,MANUAL_IMPORT,2026-01-31,0.00,INVESTMENT,,
52,8,0.00,Альфа-Банк,[],Заблокировано: 30 018 ₽,,MANUAL_IMPORT,2026-05-31,0.00,INVESTMENT,,
47,4,0.00,Альфа-Банк,"[{""id"": null, ""category"": ""Книги"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Дом и ремонт"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Техника"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Перекресток"", ""percentage"": 8.0}]",,,MANUAL_IMPORT,2026-05-31,0.00,CARD,,
31,9,0.00,Тинькофф,[],Заблокировано: 67 225 ₽,,MANUAL_IMPORT,2026-02-28,0.00,INVESTMENT,,
26,5,0.00,Тинькофф,"[{""id"": null, ""category"": ""Одежда и обувь в городе"", ""percentage"": 20.0}, {""id"": null, ""category"": ""Аптеки"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Искусство"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}]",,,MANUAL_IMPORT,2026-02-28,0.00,CARD,,
8,8,314879.00,Альфа-Банк,[],,,MANUAL_IMPORT,2025-12-31,314879.00,INVESTMENT,,
3,4,0.00,Альфа-Банк,"[{""id"": null, ""category"": ""Все покупки"", ""percentage"": 1.0}, {""id"": null, ""category"": ""Цифровые товары"", ""percentage"": 5.0}, {""id"": null, ""category"": ""Детский мир"", ""percentage"": 7.0}]",,,MANUAL_IMPORT,2025-12-31,314879.00,CARD,,
43,10,0.00,БКС,[],"Заблокировано: 246 925 ₽, участвую в обмене на акции сбера",,MANUAL_IMPORT,2026-04-30,0.00,INVESTMENT,,
5,1,0.00,Сбербанк,[],,,MANUAL_IMPORT,2025-12-31,0.00,CARD,,
67,1,0.00,Сбербанк,[],,2026-08-01 13:51:00.139831,SYSTEM_SCHEDULER,2026-07-31,0.00,CARD,,
78,6,962.00,Ozon Банк,"[{""id"":13,""category"":""Все покупки"",""percentage"":1.00},{""id"":12,""category"":""Железнодорожные билеты"",""percentage"":5.00},{""id"":14,""category"":""Ресторан"",""percentage"":5.00},{""id"":15,""category"":""Выставки и музеи"",""percentage"":5.00},{""id"":16,""category"":""Химчистки"",""percentage"":5.00}]",,2026-08-01 13:51:00.222985,SYSTEM_SCHEDULER,2026-07-31,11480732.00,CARD,,
